month,review_date,ticker,market,name,theme,asset_type,price,price_date,probe_price,core_price,strong_price,distance_to_probe_pct,distance_to_core_pct,pct_1m,pct_3m,pct_6m,drawdown_1y_pct,up_from_low_1y_pct,current_decision,basis_status,basis_type,review_category,proposed_action,review_reason,suggested_probe_price,suggested_core_price,suggested_strong_price,auto_apply
2026-07,2026-07-28,ISRG,US,Intuitive Surgical,医療ロボット,stock,356.8299865722656,2026-07-27,430.0,380.0,340.0,-20.505567407776113,-6.493292127802144,-10.723314470549914,-26.002657361997066,-31.9013734570274,-39.81108184754563,7.472440931130844,本命買い,reviewed_v1_3_1,精査修正_v1.3.1,買い場発火中,基準維持/投資判断確認,現在判定：本命買い,430.0,380.0,340.0,NO
2026-07,2026-07-28,IONQ,US,IonQ,量子コンピュータ,stock,35.91999816894531,2026-07-27,32.0,25.0,18.0,10.913135770520036,30.400887320718777,-28.955701753757225,-15.858516457126385,-23.978839854083994,-56.24314804316105,35.08837142841977,見送り,reviewed_v1_3_1,精査維持_v1.3.1,大幅ドローダウン中,人間レビュー,1か月騰落 -28.96%。悪材料/決算/需給を確認。 / 1年高値から-56.24%。割安化か業績悪化か確認。,32.0,25.0,18.0,NO
2026-07,2026-07-28,RGTI,US,Rigetti,量子コンピュータ,stock,15.640000343322754,2026-07-27,10.0,7.0,5.0,36.061382477722645,55.24296773440586,-15.046167990483356,-5.839856901776947,-33.30490475701681,-72.23997106680102,21.240316324169434,見送り,reviewed_v1_3_1,精査維持_v1.3.1,大幅ドローダウン中,人間レビュー,1年高値から-72.24%。割安化か業績悪化か確認。 / 超小型/高ボラ枠。判定が出ても投資サイズ制限。,10.0,7.0,5.0,NO
2026-07,2026-07-28,RXRX,US,Recursion,AI創薬,stock,3.009999990463257,2026-07-27,3.5,2.8,2.2,-16.279070135855026,6.976743891315985,-9.8802374906087,-14.245014283718247,-36.363636821869264,-55.670102984186,5.985918360271135,打診買い,reviewed_v1_3_1,精査維持_v1.3.1,買い場発火中,基準維持/投資判断確認,現在判定：打診買い,3.5,2.8,2.2,NO
2026-07,2026-07-28,HSAI,US,Hesai,LiDAR,stock,15.430000305175781,2026-07-27,14.0,11.0,8.0,9.267662196326123,28.710306011399094,2.7296926425870045,-30.931064459333264,-44.77451678511137,-48.22147416035375,5.684930835751812,見送り,reviewed_v1_3_1,精査維持_v1.3.1,大幅ドローダウン中,人間レビュー,1年高値から-48.22%。割安化か業績悪化か確認。,14.0,11.0,8.0,NO
2026-07,2026-07-28,PL,US,Planet Labs,宇宙データ,stock,21.0,2026-07-27,,,,,,-20.784610265219307,-40.74491869710861,-22.048999318126416,-59.14397008446215,239.80583468147856,基準未設定,scale_rebase_pending_v1_3_1,価格スケール確認待ち_v1.3.1,価格スケール確認待ち,要確認継続,価格スケール確認待ち。自動上書きしない。,,,,NO
2026-07,2026-07-28,DIS,US,Disney,メディア・IP,stock,96.6500015258789,2026-07-27,100.0,90.0,82.0,-3.466113213897986,6.880498107491813,-1.427844449061246,-5.799217384728287,-12.91223769832352,-19.705907351885198,4.576935123068361,打診買い,reviewed_v1_3_1,精査維持_v1.3.1,買い場発火中,基準維持/投資判断確認,現在判定：打診買い,100.0,90.0,82.0,NO
2026-07,2026-07-28,KVYO,US,Klaviyo,マーケSaaS,stock,17.729999542236328,2026-07-27,15.0,12.0,10.0,15.397628949357472,32.31810315948598,26.102411188403646,-5.490408710442215,-32.94251443225901,-50.640310562251564,37.86936248501726,見送り,reviewed_v1_3_1,精査維持_v1.3.1,大幅ドローダウン中,人間レビュー,1年高値から-50.64%。割安化か業績悪化か確認。,15.0,12.0,10.0,NO
2026-07,2026-07-28,DKNG,US,DraftKings,スポーツベッティング,stock,24.110000610351562,2026-07-27,30.0,25.0,20.0,-24.429694071096716,-3.691411725913929,4.372295290921442,4.012080642501652,-19.552882339879606,-50.01036525153234,16.36101066283405,本命買い,reviewed_v1_3_1,精査修正_v1.3.1,買い場発火中,基準維持/投資判断確認,現在判定：本命買い,30.0,25.0,20.0,NO
2026-07,2026-07-28,BEAM,US,Beam Therapeutics,遺伝子編集,stock,25.06999969482422,2026-07-27,26.5,22.0,18.0,-5.704030006314716,12.24571093815382,-26.11258629726576,-7.524901769085165,-20.564004692464504,-33.887128414063675,56.589627335534075,打診買い,reviewed_v1_3_1,精査維持_v1.3.1,急落確認,要確認,現在判定：打診買い / 1か月騰落 -26.11%。悪材料/決算/需給を確認。,26.5,22.0,18.0,NO
2026-07,2026-07-28,MSTR,US,MicroStrategy,Bitcoin連動,stock,98.6500015258789,2026-07-27,,,,,,15.60998407242104,-42.316688655489436,-39.5193420656402,-75.56958778897797,19.85178526539653,基準未設定,conditional_no_price_signal_v1_3_1,価格単独判定禁止_v1.3.1,条件確認待ち,要確認継続,条件確認待ち。自動上書きしない。,,,,NO
2026-07,2026-07-28,POET,US,POET Technologies,光電融合・CPO,stock,7.090000152587891,2026-07-27,3.8,2.8,2.0,46.403386202848274,60.507758254730305,-30.009870952709335,-53.04635779156318,2.6049248791690474,-65.53232738077355,70.02398136378628,見送り,reviewed_v1_3_1,精査維持_v1.3.1,大幅ドローダウン中,人間レビュー,1か月騰落 -30.01%。悪材料/決算/需給を確認。 / 1年高値から-65.53%。割安化か業績悪化か確認。 / 超小型/高ボラ枠。判定が出ても投資サイズ制限。,3.8,2.8,2.0,NO
2026-07,2026-07-28,KITT,US,Nauticus Robotics,海洋ロボ・超小型,stock,0.7990000247955322,2026-07-27,1.2,0.8,0.5,-50.18773000752853,-0.12515333835236314,-28.018016711853434,-73.80327746599662,-89.70360823158555,-98.87337839054626,4.172099664869591,本命買い,reviewed_v1_3_1,精査維持_v1.3.1,急落確認,要確認,現在判定：本命買い / 1か月騰落 -28.02%。悪材料/決算/需給を確認。 / 超小型/高ボラ枠。判定が出ても投資サイズ制限。,1.2,0.8,0.5,NO
2026-07,2026-07-28,AXTI,US,AXT,化合物半導体,stock,47.880001068115234,2026-07-27,,,,,,-30.66897949497958,-37.132354561668464,175.17242596445251,-66.00156185075251,2393.7501113706603,基準未設定,scale_rebase_pending_v1_3_1,価格スケール確認待ち_v1.3.1,価格スケール確認待ち,要確認継続,価格スケール確認待ち。自動上書きしない。,,,,NO
2026-07,2026-07-28,COHR,US,Coherent,光通信・CPO,stock,271.30999755859375,2026-07-27,,,,,,-33.379988322015045,-19.274598912539428,37.762767439445994,-36.444988580482644,213.47196763973253,基準未設定,scale_rebase_pending_v1_3_1,価格スケール確認待ち_v1.3.1,価格スケール確認待ち,要確認継続,価格スケール確認待ち。自動上書きしない。,,,,NO
2026-07,2026-07-28,DDOG,US,Datadog,監視SaaS,stock,251.86000061035156,2026-07-27,125.0,105.0,85.0,50.36925287974352,58.310172418984564,13.994748722402752,94.5165345389207,93.54490982856875,-9.2363654639851,145.44170526097747,見送り,reviewed_v1_3_1,SaaS旧基準維持_v1.3.1,基準が深すぎる可能性,人間レビュー,3か月騰落 +94.52%。現在値追随で基準を上げない。 / 打診まであと50.37%下落。深すぎる可能性。ただし自動で基準を上げない。,125.0,105.0,85.0,NO
2026-07,2026-07-28,SNOW,US,Snowflake,データクラウド,stock,272.9200134277344,2026-07-27,180.0,150.0,125.0,34.04661030926498,45.03884192438748,20.19731188330796,94.49828904094514,30.154041799869074,-2.584234059015392,125.34886636306996,見送り,reviewed_v1_3_1,データクラウド旧基準維持_v1.3.1,急騰後・基準上方修正禁止,原則維持,3か月騰落 +94.50%。現在値追随で基準を上げない。,180.0,150.0,125.0,NO
2026-07,2026-07-28,OPTX,US,Syntec Optics,精密光学・フォトニクス,stock,7.139999866485596,2026-07-27,,,,,,-30.88093011404394,-30.813952736195194,28.88086490342498,-49.39759007643386,471.19998931884766,基準未設定,scale_rebase_pending_v1_3_1,価格スケール確認待ち_v1.3.1,価格スケール確認待ち,要確認継続,価格スケール確認待ち。自動上書きしない。,,,,NO
2026-07,2026-07-28,AEM,US,Agnico Eagle Mines,金鉱株,stock,145.9600067138672,2026-07-27,120.0,105.0,90.0,17.78569849257263,28.062486181001052,-4.887266826453406,-26.638519406677315,-31.695444313596568,-42.12300039618759,18.310775281158055,見送り,reviewed_v1_3_1,金鉱株旧基準維持_v1.3.1,大幅ドローダウン中,人間レビュー,1年高値から-42.12%。割安化か業績悪化か確認。,120.0,105.0,90.0,NO
2026-07,2026-07-28,7974.T,JP,任天堂,ゲーム・IP,stock,7659.0,2026-07-28,6200.0,5400.0,4800.0,19.04948426687557,29.494712103407757,16.239186522992867,-6.8248175182481745,-24.76424361493124,-47.73797338792221,16.239186522992867,見送り,reviewed_v1_3_1,高品質大型慎重化_v1.3.1,大幅ドローダウン中,人間レビュー,1年高値から-47.74%。割安化か業績悪化か確認。,6200.0,5400.0,4800.0,NO
2026-07,2026-07-28,7821.T,JP,前田工繊,防災・土木資材,stock,1885.0,2026-07-28,1900.0,1650.0,1450.0,-0.7957559681697612,12.46684350132626,6.980703745743473,3.7995594713656384,-1.8740239458615304,-14.512471655328799,9.14881297046902,打診買い,reviewed_v1_3_1,精査修正_v1.3.1,買い場発火中,基準維持/投資判断確認,現在判定：打診買い,1900.0,1650.0,1450.0,NO
2026-07,2026-07-28,4368.T,JP,扶桑化学,半導体材料,stock,3525.0,2026-07-28,4000.0,3600.0,3200.0,-13.47517730496454,-2.127659574468085,-24.030172413793103,23.988744284206824,43.48710515182747,-27.987742594484168,152.68817204301075,本命買い,reviewed_v1_3_1,精査維持_v1.3.1,急落確認,要確認,現在判定：本命買い / 1か月騰落 -24.03%。悪材料/決算/需給を確認。,4000.0,3600.0,3200.0,NO
